id,created_at,source_title,channel,context,text,tone_labels,risk_labels,is_synthetic,window_sentences,notes,positive_labels_extended,risk_labels_extended,principles_detected,language_compliance_pass
TRB_0113,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"But over time, I saw something beneath the surface—artists weren’t just struggling with promotion, they were struggling with alignment, burnout, and the emotional toll of being seen. The Bigger Shift: From Messaging to Mental Health As the digital landscape exploded, so did the pressure.",direct|playful|reflective,,False,2,,,,0.0,False
TRB_0114,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"Behind the screens, I saw anxiety.",reflective,,False,1,,,,0.0,False
TRB_0115,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"Bravery. I created five offerings: V.I.B.E™, R.I.S.E™, B.E.A.T™, Brandiq™, Mar.chology™.",reflective,,False,2,,,,0.0,False
TRB_0116,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,I asked: What am I really here to build? A system.,reflective,,False,2,,,,0.0,False
TRB_0117,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"From Beats to Bravery: The Truth About TRB Comms Back in 2005, on the cusp of welcoming my third and final child into the world, I gave birth to something else: Tee Rex Beats Communications.",direct|reflective,,False,1,,,,0.0,False
TRB_0118,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"TRB now holds space for Transformational Leadership, Soul-Led Branding, and Neuroscience-Informed Messaging—rooted in the framework I created: The T.R.B System™ — Truth. Resilience.",clinical|direct|reflective,urgency_pressure,False,2,,capacity_honoring,urgency_pressure,0.0,False
TRB_0119,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,It’s for those who don’t want to hustle harder… but want to lead deeper.,direct,hard_language|hustle_language,False,1,,,hustle_language,0.0,False
TRB_0120,2026-02-04,"The TRB Story: Branding as Healing, Leading and Becoming",Blog,TRB audience — transformational leaders,"The Beats were my children, my literal heartbeat, my rhythm, and the reason I do any of this.",direct|reflective,,False,1,,,,0.0,False
TRB_0121,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Steps to Transition to a Neuroscience-Backed Model Continuous Learning and Training in Neuroscience Adopting a Client-Centric Approach Implementing Mindfulness and Self-Reflection Techniques In conclusion, it's time for coaches to rethink their tried-and-true methods and consider embracing a neuroscience-backed transformational model.",calm|clinical|direct|reflective,,False,1,,,,0.0,False
TRB_0122,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Another big limitation is the tendency to lean heavily on one-size-fits-all solutions. Clients are unique beings, each with their own set of experiences and challenges.",direct,,False,2,,,,0.0,False
TRB_0123,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Benefits of a Non-Coaching Transformational Model Promoting Internal-External Alignment This model ensures that clients' inner world and outer expressions are in sync.,direct,,False,1,,,,0.0,False
TRB_0124,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Clients are unique beings, each with their own set of experiences and challenges. The Rise of Neuroscience in Coaching Neuroscience brings a fresh perspective by focusing on how our brains function and form habits.",clinical,,False,2,,,,0.0,False
TRB_0125,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Coaches everywhere are starting to rethink the traditional approaches that have dominated the field for years. By embracing a fresh perspective, one that integrates neuroscience and focuses on a non-coaching, transformational model, you can align the internal mind and external reality of your clients.",clinical,,False,2,,,,0.0,False
TRB_0126,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"By embracing a fresh perspective, one that integrates neuroscience and focuses on a non-coaching, transformational model, you can align the internal mind and external reality of your clients.",clinical,,False,1,,,,0.0,False
TRB_0127,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,The Rise of Neuroscience in Coaching Neuroscience brings a fresh perspective by focusing on how our brains function and form habits. Understanding neural patterns offers insights into why people act the way they do and how they can change.,clinical|signal_based,,False,2,,,,1.0,True
TRB_0128,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Understanding neural patterns offers insights into why people act the way they do and how they can change. The concept of neuroplasticity empowers coaches to help clients embrace change more readily.,clinical|signal_based,,False,2,,,,1.0,True
TRB_0129,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Traditional models typically focus on what’s visible—the symptoms—and not the underlying causes.,clinical,,False,1,,,,0.0,False
TRB_0130,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Coaching in Crisis: Why Survival Requires a New Model Why should coaches consider throwing away their coaching models and go for a non-coaching neuroscience backed transformational model?,clinical|reflective,,False,1,,,,0.0,False
TRB_0131,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Have you ever felt like your coaching model is a bit like an old pair of shoes—once comfortable, but now a little too worn out for the journey ahead?",reflective,urgency_pressure,False,1,,,urgency_pressure,0.0,False
TRB_0132,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Clients are unique beings, each with their own set of experiences and challenges.",direct,,False,1,,,,0.0,False
TRB_0133,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Have you ever felt like your coaching model is a bit like an old pair of shoes—once comfortable, but now a little too worn out for the journey ahead? You're not alone!",empathetic|reflective,identity_labeling|urgency_pressure,False,2,,,urgency_pressure,0.0,False
TRB_0134,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Traditional models typically focus on what’s visible—the symptoms—and not the underlying causes. Another big limitation is the tendency to lean heavily on one-size-fits-all solutions.,clinical|direct,,False,2,,,,0.0,False
TRB_0135,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,The Limitations of Traditional Coaching Models Many conventional coaching methods tend to scrape the surface rather than dig deep into the root of the issue. Traditional models typically focus on what’s visible—the symptoms—and not the underlying causes.,clinical,,False,2,,,,0.0,False
TRB_0136,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"The Science Behind Transformational Change Transformational change goes beyond surface-level improvements; it’s about fostering a deep, sustainable shift in perspective and behavior.",direct|integration_oriented,,False,1,,integration_oriented,,1.0,True
TRB_0137,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,Coaching in Crisis: Why Survival Requires a New Model Why should coaches consider throwing away their coaching models and go for a non-coaching neuroscience backed transformational model? They will if they want to survive.,clinical|reflective|urgent,,False,2,,,,0.0,False
TRB_0138,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,They will if they want to survive.,urgent,,False,1,,,,0.0,False
TRB_0139,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"Personalized Approaches for Sustainable Change Unlike cookie-cutter coaching models, a neuroscience-backed transformational approach tailors the experience. Emphasizing Self-Discovery and Empowerment The transformational model encourages self-discovery, empowering clients to become the architects of their own destiny.",clinical|direct,,False,2,,,,0.0,False
TRB_0140,2026-02-04,Coaching in Crisis: Why Survival Requires a New Model,Blog,TRB audience — transformational leaders,"They will if they want to survive. Have you ever felt like your coaching model is a bit like an old pair of shoes—once comfortable, but now a little too worn out for the journey ahead?",reflective|urgent,urgency_pressure,False,2,,,urgency_pressure,0.0,False
TRB_0141,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"That question is what led me to build S.Y.N.Cstate™ So… what is S.Y.N.Cstate™? S.Y.N.Cstate™ is a small, thoughtful experiment that explores a simple idea: Can technology learn to reflect how someone is doing without forcing certainty or judgment?",direct|reflective,,False,2,,state_based,,0.0,False
TRB_0142,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"If confidence is low, it pauses and invites more context instead of guessing.",calm|signal_based,,False,1,,,,1.0,True
TRB_0143,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,That question is what led me to build S.Y.N.Cstate™ So… what is S.Y.N.Cstate™?,direct|reflective,,False,1,,state_based,,0.0,False
TRB_0144,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"Before reflecting a state, the system checks its own confidence.",authoritative|reflective|signal_based|state_based,,False,1,,state_based,,2.0,True
TRB_0145,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"Most technology is built to optimize, categorize or push outcomes.",direct,hard_language|hustle_language,False,1,,,hustle_language,0.0,False
TRB_0146,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"The four wellbeing states Rather than scoring people or ranking performance, S.Y.N.Cstate™ reflects one of four human-readable states: Balanced — steady, resourced, regulated Elevated — energized, activated, creatively engaged Overloaded — strained, stretched, depleted Disconnected — withdrawn, low-energy, checked out These aren’t labels.",calm|direct|reflective|state_based,performance_framing,False,1,,state_based,performance_framing,1.0,True
TRB_0147,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,Here’s the simplest way to think about it: Many small signals come in.,direct|signal_based,,False,1,,signal_based,,1.0,True
TRB_0148,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"Before reflecting a state, the system checks its own confidence. If confidence is high, it reflects clearly.",authoritative|reflective|signal_based|state_based,,False,2,,state_based,,2.0,True
TRB_0149,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"Instead of using rigid rules (“if stress is high, then X”), S.Y.N.Cstate™ looks at patterns across signals, the way a human brain does.",direct|signal_based,,False,1,,signal_based|state_based,,1.0,True
TRB_0150,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,They’re descriptions similar to how you might describe your own day.,direct,,False,1,,,,0.0,False
TRB_0151,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"How the “brain-like” part works Instead of following fixed instructions, S.Y.N.Cstate™ uses a neural network a type of model inspired by how the human brain works.",clinical,,False,1,,state_based,fixing_language,0.0,False
TRB_0152,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"Most technology is built to optimize, categorize or push outcomes. But human wellbeing doesn’t work that way.",direct,hard_language|hustle_language,False,2,,,hustle_language,0.0,False
TRB_0153,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,We don’t wake up as a single number.,direct,,False,1,,,,0.0,False
TRB_0154,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"We don’t wake up as a single number. We move through days shaped by sleep, stress, energy, support, and pressure all interacting at once.",empathetic|regulation_focused|warm,,False,2,,regulation_focused,,1.0,True
TRB_0155,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,But human wellbeing doesn’t work that way.,direct,,False,1,,,,0.0,False
TRB_0156,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"How the “brain-like” part works Instead of following fixed instructions, S.Y.N.Cstate™ uses a neural network a type of model inspired by how the human brain works. Here’s the simplest way to think about it: Many small signals come in.",clinical|direct|signal_based,,False,2,,signal_based|state_based,fixing_language,1.0,True
TRB_0157,2026-02-04,Teaching Technology to Listen Before it Decides,Blog,TRB audience — transformational leaders,"If confidence is high, it reflects clearly.",reflective|signal_based,,False,1,,,,1.0,True
TRB_0158,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"But here’s the truth: I’m not here to downplay my journey, I’m here to own it. I am showing up with consistency and standing out… I lead with value, not dates.",direct|reflective,,False,2,,,,0.0,False
TRB_0159,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,Brands built. I stay current and curious.,reflective|state_based,,False,2,,,,1.0,True
TRB_0160,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I am showing up with consistency and standing out… I lead with value, not dates.",reflective,,False,1,,,,0.0,False
TRB_0161,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I don't shrink to fit a mold. I'm here to bring clarity, creativity and calm to businesses and leaders that need it.",calm|reflective,,False,2,,,,0.0,False
TRB_0162,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"Let’s be real, ageism is alive and well in the job market.",direct,,False,1,,,,0.0,False
TRB_0163,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I highlight what matters: the wins, the shifts, the growth I’ve helped make happen.",reflective,,False,1,,,,0.0,False
TRB_0164,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I use the tech, speak the language and stay sharp, not to prove anything but because I genuinely love learning. I bring experience and energy.",reflective|warm,,False,2,,,,0.0,False
TRB_0165,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I bring experience and energy. I've coached through crises, scaled through chaos and kept going.",reflective,,False,2,,,,0.0,False
TRB_0166,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I highlight what matters: the wins, the shifts, the growth I’ve helped make happen. Revenue grown.",reflective,,False,2,,,,0.0,False
TRB_0167,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"So no, I won’t hide my age to get through the door.",direct|reflective,,False,1,,,,0.0,False
TRB_0168,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"Let’s be real, ageism is alive and well in the job market. And I have so many chapters in my life that there is no way I could hide my age.",direct|reflective,,False,2,,,,0.0,False
TRB_0169,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,It also doesn’t help that ‘imposter syndrome’ is alive and kicking—and I’ve experienced that too.,direct|reflective,,False,1,,,,0.0,False
TRB_0170,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"It also doesn’t help that ‘imposter syndrome’ is alive and kicking—and I’ve experienced that too. I’ve seen it, felt it and like many seasoned professional women, I’ve had those moments where experience somehow became a “nice to have” instead of the powerhouse it actually is.",direct|reflective,,False,2,,,,0.0,False
TRB_0171,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,And I have so many chapters in my life that there is no way I could hide my age.,direct|reflective,,False,1,,,,0.0,False
TRB_0172,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I use the tech, speak the language and stay sharp, not to prove anything but because I genuinely love learning.",reflective|warm,,False,1,,,,0.0,False
TRB_0173,2026-02-04,"Ageism in the Job Market? Here's How I'm Flipping the Script with Truth, Resilience and Bravery",LinkedIn,TRB audience — transformational leaders,"I'm here to bring clarity, creativity and calm to businesses and leaders that need it.",calm|reflective,,False,1,,,,0.0,False
TRB_0174,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"When Ian Curtis of Joy Division took his life in 1980, the world lost more than a haunting voice; it was confronted with the raw, unspoken reality of depression in the music industry.",direct,,False,1,,,,0.0,False
TRB_0175,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"By leaning on close friends and family, he found a support system. Grohl embraced creative expression, journaling, physical activity, and mindfulness techniques like meditation and breathing exercises.",calm|empathetic|regulation_focused|warm,,False,2,,regulation_focused,,1.0,True
TRB_0176,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"Grohl took time away to grieve, reflect, and heal. By leaning on close friends and family, he found a support system.",empathetic|reflective|regulation_focused|warm,,False,2,,regulation_focused,,1.0,True
TRB_0177,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,Curtis’s death became one of the first artist suicides to crack the surface of public conversation around mental health and creative pressure.,direct,,False,1,,,,0.0,False
TRB_0178,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,This pressure has led many talented artists into spirals of depression and anxiety—sometimes with tragic outcomes.,direct,,False,1,,,,0.0,False
TRB_0179,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"The music industry is often seen as an alluring and glamorous world filled with fame, fortune, and endless creativity. However, beneath the glossy exterior lies a challenging environment that can put tremendous pressure on artists.",formal,,False,2,,,,0.0,False
TRB_0180,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"Common pressures include inconsistent income, public scrutiny, touring demands, creative pressure, and isolation. Unlike the tragic stories of Curtis and Cornell, Dave Grohl offers a poignant example of resilience and stress management.",direct,,False,2,,,,0.0,False
TRB_0181,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"But artists like Dave Grohl, who walked through the trauma of losing Kurt Cobain, are offering a new narrative—one rooted not in denial, but in resilience, vulnerability and creative healing.",direct,,False,1,,,,0.0,False
TRB_0182,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"Grohl embraced creative expression, journaling, physical activity, and mindfulness techniques like meditation and breathing exercises.",calm,,False,1,,,,0.0,False
TRB_0183,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"By leaning on close friends and family, he found a support system.",empathetic|regulation_focused|warm,,False,1,,regulation_focused,,1.0,True
TRB_0184,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"Unlike the tragic stories of Curtis and Cornell, Dave Grohl offers a poignant example of resilience and stress management. Grohl took time away to grieve, reflect, and heal.",reflective,,False,2,,,,0.0,False
TRB_0185,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,But the struggles persist and the pattern repeats itself with the heartbreaking loss of Chris Cornell and others who seemed to have it all.,playful|signal_based,,False,1,,,,1.0,True
TRB_0186,2026-02-04,From Ian Curtis’s Legacy to Dave Grohl’s Resilience: Changing the Narrative on Artist Suicide,Blog,TRB audience — musicians wellbeing,"This pressure has led many talented artists into spirals of depression and anxiety—sometimes with tragic outcomes. Common pressures include inconsistent income, public scrutiny, touring demands, creative pressure, and isolation.",direct,,False,2,,,,0.0,False
TRB_0187,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"Guess we all have our thing. Mine just happens to come with Gantt charts, growth loops and a suspicious number of HubSpot tabs open.",direct,,False,2,,,,0.0,False
TRB_0188,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"I binge LinkedIn thought-leaders, martech demos and videos breaking down GTM motion failures like it's Netflix drama. Guess we all have our thing.",playful|reflective,,False,2,,,,0.0,False
TRB_0189,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,I love I've been old enough to know what it's like to play in the grass with no shoes and only TV inside to entertain but also to know the digital explosion where we can all sit in our Uggs and scroll endlessly.,direct|playful|reflective|warm,,False,1,,,urgency_pressure,0.0,False
TRB_0190,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"I binge LinkedIn thought-leaders, martech demos and videos breaking down GTM motion failures like it's Netflix drama.",playful|reflective,,False,1,,,,0.0,False
TRB_0191,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"🙃 She says, “Mum, how is that funny?” I replied: “Precious girl, it’s a pipeline problem with poor product-market fit and marcomms didn’t align with sales again. That’s hilarious.” Some people watch Real Housewives.",direct|playful|reflective,,False,2,,,,0.0,False
TRB_0192,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"I totally embraced it without fear. But here we are 2025, and my daughter’s watching TikTok girls twerking in ring lights and contouring like it’s a Marvel transformation sequence… I’m over here laughing at jokes about SaaS onboarding friction and Ian's comedic ELT/client/sales misalignment videos.",playful|reflective,,False,2,,,,0.0,False
TRB_0193,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,I totally embraced it without fear.,reflective,,False,1,,,,0.0,False
TRB_0194,2026-02-04,My digital growth,LinkedIn,TRB audience — transformational leaders,"Mine just happens to come with Gantt charts, growth loops and a suspicious number of HubSpot tabs open.",direct,,False,1,,,,0.0,False
TRB_0195,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,"Self-trust is a strategy. True evolution comes from tuning in, not tuning out.",direct,,False,2,,,,0.0,False
TRB_0196,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,"Some people inspire you just by being themselves. Sumantha McMahon's story is one of self-awareness, grounded leadership and redefining success on her terms.",calm|direct|reflective,,False,2,,,,0.0,False
TRB_0197,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,This is for anyone who’s ever thought: “Is there a different way to succeed?” “Can I lead quietly and powerfully?” And her story reminds us: You don’t have to follow the loudest voice to succeed.,calm|direct|reflective,,False,1,,,,0.0,False
TRB_0198,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,Some people inspire you just by being themselves.,direct,,False,1,,,,0.0,False
TRB_0199,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,"True evolution comes from tuning in, not tuning out.",direct,,False,1,,,,0.0,False
TRB_0200,2026-02-04,LinkedIn Promo: Sumantha Spotlight,LinkedIn,TRB audience — transformational leaders,"Sumantha McMahon's story is one of self-awareness, grounded leadership and redefining success on her terms.",calm|reflective,,False,1,,,,0.0,False
TRB_C_0001,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Start Optimization,direct,hustle_language,True,1,❌ negative example,,,,
TRB_C_0002,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Begin Regulation,reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
TRB_C_0003,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Fix Your State,direct|state_based,fixing_language,True,1,❌ negative example,,,,
TRB_C_0004,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support Your State,reflective|regulation_focused|state_based|warm,,True,1,✅ positive example,,,,
TRB_C_0005,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Push Through,direct,performance_framing,True,1,❌ negative example,,,,
TRB_C_0006,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Move Gently,reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
TRB_C_0007,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Boost Productivity,direct,performance_framing,True,1,❌ negative example,,,,
TRB_C_0008,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support Sustainable Output,reflective|regulation_focused|warm,performance_framing,True,1,✅ positive example,,,,
TRB_C_0009,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Improve Performance,direct,performance_framing,True,1,❌ negative example,,,,
TRB_C_0010,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support Presence,reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
TRB_C_0011,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Control Your Mood,direct,performance_framing,True,1,❌ negative example,,,,
TRB_C_0012,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support Regulation at Your Pace,capacity_honoring|reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
TRB_C_0013,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Hack Your Routine,direct,hustle_language,True,1,❌ negative example,,,,
TRB_C_0014,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Build Consistency with Care,warm|reflective,,True,1,✅ positive example,,,,
TRB_C_0015,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Optimize Your Day,direct,hustle_language,True,1,❌ negative example,,,,
TRB_C_0016,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Meet Your Capacity Today,capacity_honoring|reflective|warm,,True,1,✅ positive example,,,,
TRB_C_0017,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Fix Your Dysregulation,direct,fixing_language,True,1,❌ negative example,,,,
TRB_C_0018,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support Regulation Without Force,reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
TRB_C_0019,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Push for Results,direct,performance_framing,True,1,❌ negative example,,,,
TRB_C_0020,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Allow What’s Possible Right Now,capacity_honoring|reflective|warm,urgency_pressure,True,1,✅ positive example,,,,
TRB_C_0021,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Your input shows dysregulation.,direct|signal_based,performance_framing,True,1,❌ negative example,,,,
TRB_C_0022,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Your system is sending signals.,reflective|signal_based|warm,,True,1,✅ positive example,,,,
TRB_C_0023,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,You need to calm down.,direct,fixing_language,True,1,❌ negative example,,,,
TRB_C_0024,2026-02-04,Contrastive Training (TRB Language Rules),Internal,TRB / SYNCstate language guardrails,Support regulation at your pace.,capacity_honoring|reflective|regulation_focused|warm,,True,1,✅ positive example,,,,
